index,date,pres,link,exec
270,18730703,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70366,
271,18730922,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70368,
272,18731014,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70369,
273,18740515,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70420,
274,18740529,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70421,
275,18740915,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70422,
276,18741027,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70424,
277,18741029,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70425,
278,18741221,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70459,
279,18750217,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70460,
280,18750602,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70461,
281,18751027,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70462,
282,18760327,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70537,
283,18760525,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70538,
284,18760626,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70539,
285,18760801,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70540,
286,18760909,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70541,
287,18761017,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70542,
288,18761026,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70543,
289,18770302,USG,http://www.presidency.ucsb.edu/ws/index.php?pid=70156,
290,18770505,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68598,
291,18770718,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68609,
292,18770721,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68620,
293,18770723,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68631,
294,18771029,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68590,
295,18781007,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68626,
296,18781030,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68627,
297,18790304,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68654,
298,18790426,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68672,
299,18791103,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68673,
300,18800212,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68554,
301,18801101,RBH,http://www.presidency.ucsb.edu/ws/index.php?pid=68555,
